"#name Monster","#unique id","","","","","","","","","","","","","","","","","","","","","","","",""
"id","name","identity","scale","level","type","attribute","maxHurt","refreshTime","huntingRange","chaseRange","outOfRange","revitalize","produce","randomProduce","skills","superArmor","fighting"
"7006297","西王母","1040012","150","24","2","203#8304|202#645710|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","67257"
"7006298","女娲","1040011","150","24","2","203#8304|202#645710|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","67257"
"7006299","天蓬","1030001","150","25","2","203#9463|202#735876|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","68148"
"7006300","程咬金","1030002","150","25","2","203#9463|202#735876|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","68148"
"7006301","水神共工","1030017","150","25","2","203#9463|202#735876|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","68148"
"7006302","水神共工","1030017","150","25","2","203#9463|202#735876|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","68148"
"7006303","程咬金","1030002","150","25","2","203#10650|202#828144|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","69012"
"7006304","水神共工","1030017","150","25","2","203#10650|202#828144|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","69012"
"7006305","东方教主","1030003","150","25","2","203#10650|202#828144|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","69012"
"7006306","水神共工","1030017","150","25","2","203#10650|202#828144|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","69012"
"7006307","天蓬","1030001","150","25","2","203#11863|202#922511|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","69876"
"7006308","水神共工","1030017","150","25","2","203#11863|202#922511|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","69876"
"7006309","水神共工","1030017","150","25","2","203#11863|202#922511|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","69876"
"7006310","程咬金","1030002","150","25","2","203#11863|202#922511|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","69876"
"7006311","天蓬","1030001","150","25","2","203#13104|202#1018980|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","70767"
"7006312","程咬金","1030002","150","25","2","203#13104|202#1018980|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","70767"
"7006313","水神共工","1030017","150","25","2","203#13104|202#1018980|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","70767"
"7006314","东方教主","1030003","150","25","2","203#13104|202#1018980|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","70767"
"7006315","帝释天","1040005","150","26","2","203#14371|202#1117513|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","71631"
"7006316","白泽","1040009","150","26","2","203#14371|202#1117513|217#500","0","-1","800","800","1500","","","","4409101#1|4409201#1|4409301#1","","71631"
"7006317","西王母","1040012","150","26","2","203#14371|202#1117513|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","71631"
"7006318","帝释天","1040005","150","26","2","203#14371|202#1117513|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","71631"
"7006319","天蓬","1030001","150","26","2","203#4476|202#348051|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","72522"
"7006320","程咬金","1030002","150","26","2","203#4476|202#348051|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","72522"
"7006321","水神共工","1030017","150","26","2","203#4476|202#348051|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","72522"
"7006322","水神共工","1030017","150","26","2","203#4476|202#348051|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","72522"
"7006323","程咬金","1030002","150","26","2","203#5662|202#440316|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","73386"
"7006324","水神共工","1030017","150","26","2","203#5662|202#440316|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","73386"
"7006325","东方教主","1030003","150","26","2","203#5662|202#440316|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","73386"
"7006326","水神共工","1030017","150","26","2","203#5662|202#440316|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","73386"
"7006327","天蓬","1030001","150","26","2","203#6876|202#534681|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","74250"
"7006328","水神共工","1030017","150","26","2","203#6876|202#534681|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","74250"
"7006329","水神共工","1030017","150","26","2","203#6876|202#534681|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","74250"
"7006330","程咬金","1030002","150","26","2","203#6876|202#534681|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","74250"
"7006331","天蓬","1030001","150","27","2","203#8116|202#631146|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","75141"
"7006332","程咬金","1030002","150","27","2","203#8116|202#631146|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","75141"
"7006333","水神共工","1030017","150","27","2","203#8116|202#631146|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","75141"
"7006334","东方教主","1030003","150","27","2","203#8116|202#631146|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","75141"
"7006335","帝释天","1040005","150","27","2","203#9384|202#729691|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","76005"
"7006336","西王母","1040012","150","27","2","203#9384|202#729691|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","76005"
"7006337","昊天","1040001","150","27","2","203#9384|202#729691|217#500","0","-1","800","800","1500","","","","4401101#1|4401201#1|4401301#1","","76005"
"7006338","轩辕","1040002","150","27","2","203#9384|202#729691|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","76005"
"7006339","天蓬","1030001","150","27","2","203#10678|202#830355|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","76896"
"7006340","程咬金","1030002","150","27","2","203#10678|202#830355|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","76896"
"7006341","水神共工","1030017","150","27","2","203#10678|202#830355|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","76896"
"7006342","水神共工","1030017","150","27","2","203#10678|202#830355|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","76896"
"7006343","程咬金","1030002","150","27","2","203#12000|202#933120|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","77760"
"7006344","水神共工","1030017","150","27","2","203#12000|202#933120|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","77760"
"7006345","东方教主","1030003","150","27","2","203#12000|202#933120|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","77760"
"7006346","水神共工","1030017","150","27","2","203#12000|202#933120|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","77760"
"7006347","天蓬","1030001","150","28","2","203#13348|202#1037985|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","78624"
"7006348","水神共工","1030017","150","28","2","203#13348|202#1037985|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","78624"
"7006349","水神共工","1030017","150","28","2","203#13348|202#1037985|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","78624"
"7006350","程咬金","1030002","150","28","2","203#13348|202#1037985|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","78624"
"7006351","天蓬","1030001","150","28","2","203#14724|202#1144951|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","79515"
"7006352","程咬金","1030002","150","28","2","203#14724|202#1144951|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","79515"
"7006353","水神共工","1030017","150","28","2","203#14724|202#1144951|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","79515"
"7006354","东方教主","1030003","150","28","2","203#14724|202#1144951|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","79515"
"7006355","轩辕","1040002","150","28","2","203#16126|202#1253982|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","80379"
"7006356","帝释天","1040005","150","28","2","203#16126|202#1253982|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","80379"
"7006357","白泽","1040009","150","28","2","203#16126|202#1253982|217#500","0","-1","800","800","1500","","","","4409101#1|4409201#1|4409301#1","","80379"
"7006358","西王母","1040012","150","28","2","203#16126|202#1253982|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","80379"
"7006359","天蓬","1030001","150","28","2","203#5016|202#390042|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","81270"
"7006360","程咬金","1030002","150","28","2","203#5016|202#390042|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","81270"
"7006361","水神共工","1030017","150","28","2","203#5016|202#390042|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","81270"
"7006362","水神共工","1030017","150","28","2","203#5016|202#390042|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","81270"
"7006363","程咬金","1030002","150","29","2","203#6337|202#492804|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","82134"
"7006364","水神共工","1030017","150","29","2","203#6337|202#492804|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","82134"
"7006365","东方教主","1030003","150","29","2","203#6337|202#492804|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","82134"
"7006366","水神共工","1030017","150","29","2","203#6337|202#492804|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","82134"
"7006367","天蓬","1030001","150","29","2","203#7686|202#597666|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","82998"
"7006368","水神共工","1030017","150","29","2","203#7686|202#597666|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","82998"
"7006369","水神共工","1030017","150","29","2","203#7686|202#597666|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","82998"
"7006370","程咬金","1030002","150","29","2","203#7686|202#597666|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","82998"
"7006371","天蓬","1030001","150","29","2","203#9061|202#704629|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","83889"
"7006372","程咬金","1030002","150","29","2","203#9061|202#704629|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","83889"
"7006373","水神共工","1030017","150","29","2","203#9061|202#704629|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","83889"
"7006374","东方教主","1030003","150","29","2","203#9061|202#704629|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","83889"
"7006375","西王母","1040012","150","29","2","203#10464|202#904080|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","84753"
"7006376","轩辕","1040002","150","29","2","203#10464|202#904080|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","84753"
"7006377","白泽","1040009","150","29","2","203#10464|202#904080|217#500","0","-1","800","800","1500","","","","4409101#1|4409201#1|4409301#1","","84753"
"7006378","女娲","1040011","150","29","2","203#10464|202#904080|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","84753"
"7006379","天蓬","1030001","150","30","2","203#11893|202#1027593|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","85644"
"7006380","程咬金","1030002","150","30","2","203#11893|202#1027593|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","85644"
"7006381","水神共工","1030017","150","30","2","203#11893|202#1027593|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","85644"
"7006382","水神共工","1030017","150","30","2","203#11893|202#1027593|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","85644"
"7006383","程咬金","1030002","150","30","2","203#13350|202#1153440|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","86508"
"7006384","水神共工","1030017","150","30","2","203#13350|202#1153440|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","86508"
"7006385","东方教主","1030003","150","30","2","203#13350|202#1153440|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","86508"
"7006386","水神共工","1030017","150","30","2","203#13350|202#1153440|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","86508"
"7006387","天蓬","1030001","150","30","2","203#14833|202#1281621|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","87372"
"7006388","水神共工","1030017","150","30","2","203#14833|202#1281621|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","87372"
"7006389","水神共工","1030017","150","30","2","203#14833|202#1281621|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","87372"
